251,102,4,215
252,103,4,585
253,103,6,359
254,104,7,639
255,104,5,407
256,104,2,643
257,104,8,310
258,105,10,320
259,105,8,109
260,105,3,10
261,106,10,332
262,106,6,260
263,106,3,532
264,107,6,568
265,107,9,125
266,107,7,223
267,107,1,29
268,108,6,707
269,108,3,206
270,108,7,521
271,109,3,426
272,109,6,33
273,110,1,260
274,110,9,275
275,110,10,269
276,111,5,497
277,111,9,241
278,111,5,613
279,112,4,672
280,112,4,50
281,112,7,483
282,113,2,201
283,113,1,324
284,114,3,55
285,114,7,630
286,114,3,548
287,114,1,36
288,115,8,439
289,115,1,682
290,115,3,251
291,116,4,690
292,116,1,528
293,116,3,404
294,116,6,650
295,117,4,391
296,117,8,504
297,118,8,700
298,118,1,188
299,119,3,286
300,119,8,682
301,119,5,578
302,120,10,601
303,121,1,586
304,121,6,619
305,122,8,537
306,122,1,332
307,123,10,451
308,124,3,645
309,124,8,553
310,124,4,314
311,125,9,393
312,126,1,489
313,127,7,554
314,127,8,557
315,127,7,582
316,128,6,193
317,128,7,640
318,129,2,141
319,129,7,475
320,129,6,387
321,130,3,654
322,130,2,69
323,130,9,28
324,130,2,421
325,130,6,419
326,131,9,488
327,132,5,213
328,132,7,620
329,132,7,525
330,133,2,230
331,133,9,552
332,133,3,376
333,133,1,565
334,134,1,595
335,134,3,627
336,134,3,271
337,134,2,647
338,135,7,247
339,135,8,47
340,136,4,188
341,136,1,96
342,137,4,244
343,138,1,3
344,138,3,318
345,138,5,572
346,139,2,622
347,140,1,373
348,140,1,377
349,141,2,95
350,141,4,525
351,141,1,379
352,142,10,391
353,142,2,428
354,143,6,651
355,143,6,712
356,143,4,337
357,143,4,619
358,144,2,204
359,144,9,527
360,145,5,610
361,145,7,393
362,146,2,698
363,147,10,629
364,147,2,476
365,147,5,489
366,148,1,522
367,148,4,142
368,148,4,633
369,148,9,314
370,149,6,493
371,149,3,685
372,150,6,398
373,150,4,684
374,150,7,137
375,151,3,692
376,151,4,60
377,151,7,122
378,151,7,405
379,152,7,190
380,153,8,463
381,153,6,700
382,153,6,464
383,153,10,66
384,154,9,429
385,154,2,323
386,154,8,251
387,155,3,442
388,155,4,692
389,155,2,535
390,155,6,655
391,155,9,303
392,156,7,448
393,157,6,137
394,157,1,134
395,157,2,662
396,158,10,300
397,159,9,379
398,160,10,156
399,160,9,556
400,160,2,565
401,161,9,187
402,162,5,30
403,162,7,72
404,162,6,386
405,163,4,368
406,164,9,458
407,164,2,444
408,164,6,442
409,165,2,533
410,165,10,606
411,165,1,166
412,166,7,664
413,166,10,126
414,166,8,715
415,166,7,610
416,167,7,617
417,168,8,48
418,168,5,403
419,168,8,144
420,168,9,591
421,169,1,326
422,169,4,250
423,170,8,127
424,170,1,372
425,171,4,277
426,171,9,212
427,171,7,359
428,171,3,649
429,172,5,621
430,172,6,486
431,172,7,263
432,173,2,35
433,173,3,142
434,173,8,226
435,173,6,583
436,174,6,177
437,174,5,653
438,174,8,11
439,174,9,537
440,175,4,186
441,175,9,432
442,176,8,156
443,176,9,453
444,176,2,331
445,176,9,206
446,177,7,590
447,177,10,274
448,177,9,189
449,178,1,349
450,178,8,394
451,179,7,103
452,179,5,627
453,180,5,623
454,181,9,90
455,181,4,333
456,181,1,389
457,182,7,285
458,182,1,397
459,183,10,447
460,184,2,617
461,185,8,6
462,185,3,710
463,185,7,501
464,186,8,523
465,186,3,639
466,186,9,226
467,186,8,292
468,187,7,691
